Complex name:,Uniprot Accession Number:,% Identity:,E-Value:,Homolog Fasta:
p38884_ub_model_A,G8ZSN7,48.71,2.0000000000000002e-72,p38884_ub_model_A_H50.fasta
p38884_ub_model_A,Q6FW60,42.49,9e-62,p38884_ub_model_A_H45.fasta
p38884_ub_model_A,G0V6U7,38.2,4.9999999999999996e-57,p38884_ub_model_A_H40.fasta
p38884_ub_model_A,J7SAM7,33.47,1.9999999999999998e-42,p38884_ub_model_A_H35.fasta
p38884_ub_model_A,UPI0033432A54,29.33,5e-23,p38884_ub_model_A_H30.fasta
p38884_ub_model_A,Q4WJG0,23.91,2e-16,p38884_ub_model_A_H25.fasta
q12112_ub_model_A,A6ZMH7,96.55,9e-143,q12112_ub_model_A_H99.fasta
q12112_ub_model_A,P08405,82.27,8e-119,q12112_ub_model_A_H85.fasta
q12112_ub_model_A,A0AA35JE33,66.0,7e-87,q12112_ub_model_A_H70.fasta
q12112_ub_model_A,A0AA35NLP0,58.05,1.0000000000000001e-72,q12112_ub_model_A_H60.fasta
q12112_ub_model_A,A0AA35ND33,46.46,1e-53,q12112_ub_model_A_H50.fasta
q12112_ub_model_A,A7TJX5,30.73,3e-17,q12112_ub_model_A_H35.fasta
q12112_ub_model_A,A0A7H9HN04,27.89,5e-15,q12112_ub_model_A_H30.fasta
q12112_ub_model_A,A0AAV5RV84,24.71,4e-12,q12112_ub_model_A_H25.fasta
p10862_ub_model_A,B5VEZ7,95.83,7.000000000000001e-24,p10862_ub_model_A_H99.fasta
p10862_ub_model_A,H2AWY0,73.17,3e-13,p10862_ub_model_A_H75.fasta
p10862_ub_model_A,A0AAN8A807,65.0,9e-12,p10862_ub_model_A_H70.fasta
p10862_ub_model_A,J7S2K1,60.0,1e-08,p10862_ub_model_A_H65.fasta
p25334_ub_model_A,G8C0P1,53.91,4e-78,p25334_ub_model_A_H55.fasta
p25334_ub_model_A,A0A9P6VX16,46.59,5.0000000000000005e-68,p25334_ub_model_A_H50.fasta
p25334_ub_model_A,G8ZN89,42.5,9e-65,p25334_ub_model_A_H45.fasta
p25334_ub_model_A,J7R4M2,37.99,7e-45,p25334_ub_model_A_H40.fasta
p25334_ub_model_A,I2H6E0,34.63,6.999999999999999e-42,p25334_ub_model_A_H35.fasta
q99222_ub_model_A,G0VJ47,39.18,3e-51,q99222_ub_model_A_H40.fasta
q99222_ub_model_A,G0W7P9,34.49,3e-46,q99222_ub_model_A_H35.fasta
q99222_ub_model_A,G8ZT84,28.39,3e-23,q99222_ub_model_A_H30.fasta
p32909_ub_model_A,A0AAV5S730,40.59,2.0000000000000002e-66,p32909_ub_model_A_H45.fasta
p32909_ub_model_A,G0W8X7,39.42,3e-86,p32909_ub_model_A_H40.fasta
p32909_ub_model_A,A0A1G4J5A6,32.57,4e-76,p32909_ub_model_A_H35.fasta
p38764_ub_model_A,A0A4T0X6P3,47.35,7e-169,p38764_ub_model_A_H50.fasta
p38764_ub_model_A,A0A1E4TGH4,43.67,4e-140,p38764_ub_model_A_H45.fasta
p38764_ub_model_A,A0A8J1VU97,39.67,5e-133,p38764_ub_model_A_H40.fasta
p38764_ub_model_A,K6UQE1,33.89,4e-101,p38764_ub_model_A_H35.fasta
p38764_ub_model_A,A0A0L1KU15,29.08,1e-69,p38764_ub_model_A_H30.fasta
p38764_ub_model_A,A0A9D4PA43,24.72,3e-33,p38764_ub_model_A_H25.fasta
p0cx68_ub_model_A,A6ZMH7,80.4,2e-111,p0cx68_ub_model_A_H85.fasta
p0cx68_ub_model_A,A0AA35JE33,65.99,3.9999999999999996e-86,p0cx68_ub_model_A_H70.fasta
p0cx68_ub_model_A,A0AA35NLP0,64.32,2e-76,p0cx68_ub_model_A_H65.fasta
p0cx68_ub_model_A,A0AA35ND33,48.99,1e-59,p0cx68_ub_model_A_H50.fasta
p0cx68_ub_model_A,A7TJX5,30.11,2e-16,p0cx68_ub_model_A_H35.fasta
p0cx68_ub_model_A,A0A7H9HN04,28.65,3e-15,p0cx68_ub_model_A_H30.fasta
p0cx68_ub_model_A,A7TMQ1,24.73,7e-14,p0cx68_ub_model_A_H25.fasta
p38285_ub_model_A,A0A7G3ZMM0,49.75,3.9999999999999995e-130,p38285_ub_model_A_H50.fasta
p38285_ub_model_A,A0A1Q3A350,43.62,3e-126,p38285_ub_model_A_H45.fasta
p38285_ub_model_A,Q6FRM1,39.52,7e-98,p38285_ub_model_A_H40.fasta
p38285_ub_model_A,W6MM12,32.53,3e-64,p38285_ub_model_A_H35.fasta
p38285_ub_model_A,A0A0J9XF20,28.21,6e-53,p38285_ub_model_A_H30.fasta
p53237_ub_model_A,I2H2V8,53.33,5.0000000000000004e-82,p53237_ub_model_A_H55.fasta
p53237_ub_model_A,Q75DM4,47.64,2e-78,p53237_ub_model_A_H50.fasta
p53237_ub_model_A,UPI002EFBD541,43.28,5e-80,p53237_ub_model_A_H45.fasta
p53237_ub_model_A,A0A1E3P9B0,35.8,8e-44,p53237_ub_model_A_H40.fasta
p53237_ub_model_A,A0A0H5CAB1,34.6,7e-38,p53237_ub_model_A_H35.fasta
p53237_ub_model_A,A5DCG7,29.22,4.0000000000000004e-23,p53237_ub_model_A_H30.fasta
p53237_ub_model_A,A0AAR5Q5D9,24.89,1e-11,p53237_ub_model_A_H25.fasta
p38824_ub_model_A,Q75D94,65.22,4e-37,p38824_ub_model_A_H70.fasta
p38824_ub_model_A,G8JXB6,63.0,5.9999999999999996e-40,p38824_ub_model_A_H65.fasta
p38824_ub_model_A,G0VA54,55.45,9e-35,p38824_ub_model_A_H60.fasta
p38824_ub_model_A,A0A371CEA0,45.36,1e-22,p38824_ub_model_A_H50.fasta
p38824_ub_model_A,Q6CF49,41.0,1e-20,p38824_ub_model_A_H45.fasta
p38824_ub_model_A,UPI002F08AE01,39.77,7e-17,p38824_ub_model_A_H40.fasta
p38824_ub_model_A,A0A8H3TX32,31.52,7e-10,p38824_ub_model_A_H35.fasta
p38824_ub_model_A,A0A0D1YQW5,29.47,5e-06,p38824_ub_model_A_H30.fasta
p38428_ub_model_A,G8JPD6,74.0,2e-17,p38428_ub_model_A_H75.fasta
p38428_ub_model_A,Q756I2,68.63,2e-15,p38428_ub_model_A_H70.fasta
p38428_ub_model_A,Q6FS98,64.0,2e-15,p38428_ub_model_A_H65.fasta
p38428_ub_model_A,A0AAV5S4Y1,57.45,6e-12,p38428_ub_model_A_H60.fasta
p38428_ub_model_A,A0A0H5C479,53.97,3e-11,p38428_ub_model_A_H55.fasta
p38428_ub_model_A,Q59NY7,49.09,4e-09,p38428_ub_model_A_H50.fasta
q92392_ub_model_A,A6ZMH7,83.22,3e-77,q92392_ub_model_A_H85.fasta
q92392_ub_model_A,A0AA35JE33,70.42,7e-63,q92392_ub_model_A_H75.fasta
q92392_ub_model_A,A0AA35NLP0,66.9,8e-62,q92392_ub_model_A_H70.fasta
q92392_ub_model_A,P25383,53.52,5.0000000000000004e-45,q92392_ub_model_A_H55.fasta
q92392_ub_model_A,UPI002EFB229F,31.4,1e-06,q92392_ub_model_A_H35.fasta
q92392_ub_model_A,G0WDH6,27.74,2e-11,q92392_ub_model_A_H30.fasta
q92392_ub_model_A,H2ARF9,22.79,8e-08,q92392_ub_model_A_H25.fasta
p38747_ub_model_A,A0A1E4SU19,58.08,5e-63,p38747_ub_model_A_H60.fasta
p38747_ub_model_A,C4QXB0,52.69,4e-57,p38747_ub_model_A_H55.fasta
p38747_ub_model_A,G8Y274,48.81,8e-51,p38747_ub_model_A_H50.fasta
p38747_ub_model_A,G8BQR7,42.7,7.999999999999999e-42,p38747_ub_model_A_H45.fasta
p38747_ub_model_A,A0A0W4ZSJ8,39.23,2e-36,p38747_ub_model_A_H40.fasta
p38747_ub_model_A,A0A9W8KW95,34.88,7.000000000000001e-29,p38747_ub_model_A_H35.fasta
p38747_ub_model_A,A0A9P8XZ76,29.8,8e-22,p38747_ub_model_A_H30.fasta
p38747_ub_model_A,G2QXB0,24.41,3e-15,p38747_ub_model_A_H25.fasta
p38187_ub_model_A,P39967,51.15,0.0,p38187_ub_model_A_H55.fasta
p38187_ub_model_A,Q6FXS7,48.06,0.0,p38187_ub_model_A_H50.fasta
p38187_ub_model_A,G0WBW5,43.07,2.9999999999999996e-154,p38187_ub_model_A_H45.fasta
p38187_ub_model_A,W1QE77,39.25,1e-111,p38187_ub_model_A_H40.fasta
p38187_ub_model_A,G8Y0Z9,34.37,1e-94,p38187_ub_model_A_H35.fasta
p38187_ub_model_A,A0A2G5BDE3,29.95,3e-66,p38187_ub_model_A_H30.fasta
p35127_ub_model_A,G0VIN7,52.3,1e-70,p35127_ub_model_A_H55.fasta
p35127_ub_model_A,A0A7H9AYH7,47.76,5.999999999999999e-70,p35127_ub_model_A_H50.fasta
p35127_ub_model_A,A0A1D2VQ18,42.21,5e-53,p35127_ub_model_A_H45.fasta
p35127_ub_model_A,K0KGK9,39.33,3.9999999999999995e-54,p35127_ub_model_A_H40.fasta
p35127_ub_model_A,A0A5E8AY24,34.15,1e-40,p35127_ub_model_A_H35.fasta
p35127_ub_model_A,A0A6T8N5B3,29.58,2e-27,p35127_ub_model_A_H30.fasta
p53119_ub_model_A,A0AA35JI72,93.33,2e-69,p53119_ub_model_A_H95.fasta
p53119_ub_model_A,G8ZZ08,74.17,4e-52,p53119_ub_model_A_H75.fasta
p53119_ub_model_A,G8BQV0,66.67,1e-47,p53119_ub_model_A_H70.fasta
p53119_ub_model_A,A0A167E2Z4,64.17,3e-43,p53119_ub_model_A_H65.fasta
p53119_ub_model_A,A0A9P0QUG1,59.17,2.0000000000000002e-39,p53119_ub_model_A_H60.fasta
p53119_ub_model_A,UPI0025415491,51.59,5e-38,p53119_ub_model_A_H55.fasta
p53119_ub_model_A,A0A0J8R073,48.41,1e-31,p53119_ub_model_A_H50.fasta
p53119_ub_model_A,A0A367JEP2,43.66,4.0000000000000003e-29,p53119_ub_model_A_H45.fasta
q12266_ub_model_A,A0A0L8VT75,97.32,4e-67,q12266_ub_model_A_H99.fasta
q12266_ub_model_A,P08405,83.04,4.9999999999999996e-57,q12266_ub_model_A_H85.fasta
q12266_ub_model_A,A0AA35JE33,72.97,2e-47,q12266_ub_model_A_H75.fasta
q12266_ub_model_A,UPI0006C1674E,66.67,2e-43,q12266_ub_model_A_H70.fasta
q12266_ub_model_A,A0AA35NLP0,63.96,6e-43,q12266_ub_model_A_H65.fasta
q12266_ub_model_A,P25383,52.25,9.999999999999999e-31,q12266_ub_model_A_H55.fasta
q12266_ub_model_A,H2ARF8,29.09,4e-06,q12266_ub_model_A_H30.fasta
